source_file,target_file,source_category,target_category,similarity,plagiarism
g0pC_taska.txt,g0pC_taskb.txt,heavy,non,0.6383816,False
g0pC_taska.txt,g0pC_taskc.txt,heavy,non,0.7291912,True
g0pC_taska.txt,g0pC_taskd.txt,heavy,cut,0.69331515,False
g0pC_taska.txt,g0pC_taske.txt,heavy,light,0.76730263,True
g0pC_taska.txt,g0pD_taska.txt,heavy,cut,0.9103559,True
g0pC_taska.txt,g0pD_taskb.txt,heavy,light,0.65868884,False
g0pC_taska.txt,g0pD_taskc.txt,heavy,heavy,0.76366544,True
g0pC_taska.txt,g0pD_taskd.txt,heavy,non,0.6151414,False
g0pC_taska.txt,g0pD_taske.txt,heavy,non,0.73330307,True
g0pC_taska.txt,g0pE_taska.txt,heavy,light,0.91716814,True
g0pC_taska.txt,g0pE_taskb.txt,heavy,heavy,0.66800153,False
g0pC_taska.txt,g0pE_taskc.txt,heavy,non,0.6162602,False
g0pC_taska.txt,g0pE_taskd.txt,heavy,non,0.67450684,False
g0pC_taska.txt,g0pE_taske.txt,heavy,cut,0.7588317,True
g0pC_taska.txt,g1pA_taska.txt,heavy,non,0.85936445,True
g0pC_taska.txt,g1pA_taskb.txt,heavy,heavy,0.698952,False
g0pC_taska.txt,g1pA_taskc.txt,heavy,light,0.7306509,True
g0pC_taska.txt,g1pA_taskd.txt,heavy,cut,0.7465563,True
g0pC_taska.txt,g1pA_taske.txt,heavy,non,0.7677044,True
g0pC_taska.txt,g1pB_taska.txt,heavy,non,0.8290585,True
g0pC_taska.txt,g1pB_taskb.txt,heavy,non,0.6296064,False
g0pC_taska.txt,g1pB_taskc.txt,heavy,heavy,0.7289481,True
g0pC_taska.txt,g1pB_taskd.txt,heavy,light,0.70233047,True
g0pC_taska.txt,g1pB_taske.txt,heavy,cut,0.7902539,True
g0pC_taska.txt,g1pD_taska.txt,heavy,light,0.926381,True
g0pC_taska.txt,g1pD_taskb.txt,heavy,cut,0.7244246,True
g0pC_taska.txt,g1pD_taskc.txt,heavy,non,0.6664516,False
g0pC_taska.txt,g1pD_taskd.txt,heavy,non,0.63440216,False
g0pC_taska.txt,g1pD_taske.txt,heavy,heavy,0.7055856,True
g0pC_taska.txt,g2pA_taska.txt,heavy,non,0.8196283,True
g0pC_taska.txt,g2pA_taskb.txt,heavy,heavy,0.6528574,False
g0pC_taska.txt,g2pA_taskc.txt,heavy,light,0.7493362,True
g0pC_taska.txt,g2pA_taskd.txt,heavy,cut,0.6653091,False
g0pC_taska.txt,g2pA_taske.txt,heavy,non,0.7177414,True
g0pC_taska.txt,g2pB_taska.txt,heavy,non,0.84130543,True
g0pC_taska.txt,g2pB_taskb.txt,heavy,non,0.67519206,False
g0pC_taska.txt,g2pB_taskc.txt,heavy,heavy,0.7768721,True
g0pC_taska.txt,g2pB_taskd.txt,heavy,light,0.6985726,False
g0pC_taska.txt,g2pB_taske.txt,heavy,cut,0.7381098,True
g0pC_taska.txt,g2pC_taska.txt,heavy,cut,0.9291193,True
g0pC_taska.txt,g2pC_taskb.txt,heavy,non,0.6584463,False
g0pC_taska.txt,g2pC_taskc.txt,heavy,non,0.6649494,False
g0pC_taska.txt,g2pC_taskd.txt,heavy,heavy,0.6269047,False
g0pC_taska.txt,g2pC_taske.txt,heavy,light,0.7547058,True
g0pC_taska.txt,g2pE_taska.txt,heavy,heavy,0.9142443,True
g0pC_taska.txt,g2pE_taskb.txt,heavy,light,0.6911084,False
g0pC_taska.txt,g2pE_taskc.txt,heavy,cut,0.62875867,False
g0pC_taska.txt,g2pE_taskd.txt,heavy,non,0.7323892,True
g0pC_taska.txt,g2pE_taske.txt,heavy,non,0.72993135,True
g0pC_taska.txt,g3pA_taska.txt,heavy,non,0.85635114,True
g0pC_taska.txt,g3pA_taskb.txt,heavy,heavy,0.6629555,False
g0pC_taska.txt,g3pA_taskc.txt,heavy,light,0.7552671,True
g0pC_taska.txt,g3pA_taskd.txt,heavy,cut,0.69408345,False
g0pC_taska.txt,g3pA_taske.txt,heavy,non,0.7677859,True
g0pC_taska.txt,g3pB_taska.txt,heavy,non,0.8822448,True
g0pC_taska.txt,g3pB_taskb.txt,heavy,non,0.6829037,False
g0pC_taska.txt,g3pB_taskc.txt,heavy,heavy,0.760844,True
g0pC_taska.txt,g3pB_taskd.txt,heavy,light,0.71089965,True
g0pC_taska.txt,g3pB_taske.txt,heavy,cut,0.75661093,True
g0pC_taska.txt,g3pC_taska.txt,heavy,cut,0.85250866,True
g0pC_taska.txt,g3pC_taskb.txt,heavy,non,0.73186815,True
g0pC_taska.txt,g3pC_taskc.txt,heavy,non,0.65812314,False
g0pC_taska.txt,g3pC_taskd.txt,heavy,heavy,0.62065667,False
g0pC_taska.txt,g3pC_taske.txt,heavy,light,0.7665207,True
g0pC_taska.txt,g4pB_taska.txt,heavy,non,0.8534217,True
g0pC_taska.txt,g4pB_taskb.txt,heavy,non,0.7030971,True
g0pC_taska.txt,g4pB_taskc.txt,heavy,heavy,0.7390583,True
g0pC_taska.txt,g4pB_taskd.txt,heavy,light,0.65567034,False
g0pC_taska.txt,g4pB_taske.txt,heavy,cut,0.7571319,True
g0pC_taska.txt,g4pC_taska.txt,heavy,cut,0.92326075,True
g0pC_taska.txt,g4pC_taskb.txt,heavy,non,0.63423276,False
g0pC_taska.txt,g4pC_taskc.txt,heavy,non,0.74120176,True
g0pC_taska.txt,g4pC_taskd.txt,heavy,heavy,0.68996364,False
g0pC_taska.txt,g4pC_taske.txt,heavy,light,0.75204897,True
g0pC_taska.txt,g4pD_taska.txt,heavy,light,0.91611236,True
g0pC_taska.txt,g4pD_taskb.txt,heavy,cut,0.7211852,True
g0pC_taska.txt,g4pD_taskc.txt,heavy,non,0.74743205,True
g0pC_taska.txt,g4pD_taskd.txt,heavy,non,0.7498176,True
g0pC_taska.txt,g4pD_taske.txt,heavy,heavy,0.7895435,True
g0pC_taska.txt,g4pE_taska.txt,heavy,heavy,0.86632884,True
g0pC_taska.txt,g4pE_taskb.txt,heavy,light,0.6665781,False
g0pC_taska.txt,g4pE_taskc.txt,heavy,cut,0.6907732,False
g0pC_taska.txt,g4pE_taskd.txt,heavy,non,0.756531,True
g0pC_taska.txt,g4pE_taske.txt,heavy,non,0.79371893,True
g0pC_taska.txt,orig_taska.txt,heavy,orig,0.9185641,True
g0pC_taska.txt,orig_taskb.txt,heavy,orig,0.6619158,False
g0pC_taska.txt,orig_taskc.txt,heavy,orig,0.7591522,True
g0pC_taska.txt,orig_taskd.txt,heavy,orig,0.6988733,False
g0pC_taska.txt,orig_taske.txt,heavy,orig,0.7722472,True
g0pC_taskb.txt,g0pC_taskc.txt,non,non,0.72286403,True
g0pC_taskb.txt,g0pC_taskd.txt,non,cut,0.5629031,False
g0pC_taskb.txt,g0pC_taske.txt,non,light,0.6897392,False
g0pC_taskb.txt,g0pD_taska.txt,non,cut,0.6491585,False
g0pC_taskb.txt,g0pD_taskb.txt,non,light,0.76221156,True
g0pC_taskb.txt,g0pD_taskc.txt,non,heavy,0.73707426,True
g0pC_taskb.txt,g0pD_taskd.txt,non,non,0.56557715,False
g0pC_taskb.txt,g0pD_taske.txt,non,non,0.6399612,False
g0pC_taskb.txt,g0pE_taska.txt,non,light,0.6800066,False
g0pC_taskb.txt,g0pE_taskb.txt,non,heavy,0.8281536,True
g0pC_taskb.txt,g0pE_taskc.txt,non,non,0.5864428,False
g0pC_taskb.txt,g0pE_taskd.txt,non,non,0.603315,False
g0pC_taskb.txt,g0pE_taske.txt,non,cut,0.6619304,False
g0pC_taskb.txt,g1pA_taska.txt,non,non,0.59201527,False
g0pC_taskb.txt,g1pA_taskb.txt,non,heavy,0.87907183,True
g0pC_taskb.txt,g1pA_taskc.txt,non,light,0.7357843,True
g0pC_taskb.txt,g1pA_taskd.txt,non,cut,0.62742424,False
g0pC_taskb.txt,g1pA_taske.txt,non,non,0.7080496,True
g0pC_taskb.txt,g1pB_taska.txt,non,non,0.6199627,False
g0pC_taskb.txt,g1pB_taskb.txt,non,non,0.89338696,True
g0pC_taskb.txt,g1pB_taskc.txt,non,heavy,0.7606302,True
g0pC_taskb.txt,g1pB_taskd.txt,non,light,0.5928774,False
g0pC_taskb.txt,g1pB_taske.txt,non,cut,0.7152668,True
g0pC_taskb.txt,g1pD_taska.txt,non,light,0.6957724,False
g0pC_taskb.txt,g1pD_taskb.txt,non,cut,0.80415016,True
g0pC_taskb.txt,g1pD_taskc.txt,non,non,0.6927203,False
g0pC_taskb.txt,g1pD_taskd.txt,non,non,0.58774245,False
g0pC_taskb.txt,g1pD_taske.txt,non,heavy,0.6818942,False
g0pC_taskb.txt,g2pA_taska.txt,non,non,0.6568519,False
g0pC_taskb.txt,g2pA_taskb.txt,non,heavy,0.89651084,True
g0pC_taskb.txt,g2pA_taskc.txt,non,light,0.73272675,True
g0pC_taskb.txt,g2pA_taskd.txt,non,cut,0.53366375,False
g0pC_taskb.txt,g2pA_taske.txt,non,non,0.6649767,False
g0pC_taskb.txt,g2pB_taska.txt,non,non,0.67726266,False
g0pC_taskb.txt,g2pB_taskb.txt,non,non,0.866637,True
g0pC_taskb.txt,g2pB_taskc.txt,non,heavy,0.7467412,True
g0pC_taskb.txt,g2pB_taskd.txt,non,light,0.57661813,False
g0pC_taskb.txt,g2pB_taske.txt,non,cut,0.69349325,False
g0pC_taskb.txt,g2pC_taska.txt,non,cut,0.66737634,False
g0pC_taskb.txt,g2pC_taskb.txt,non,non,0.89706826,True
g0pC_taskb.txt,g2pC_taskc.txt,non,non,0.69093823,False
g0pC_taskb.txt,g2pC_taskd.txt,non,heavy,0.50535804,False
g0pC_taskb.txt,g2pC_taske.txt,non,light,0.6687754,False
g0pC_taskb.txt,g2pE_taska.txt,non,heavy,0.69096243,False
g0pC_taskb.txt,g2pE_taskb.txt,non,light,0.76725304,True
g0pC_taskb.txt,g2pE_taskc.txt,non,cut,0.66649055,False
g0pC_taskb.txt,g2pE_taskd.txt,non,non,0.6459473,False
g0pC_taskb.txt,g2pE_taske.txt,non,non,0.6619785,False
g0pC_taskb.txt,g3pA_taska.txt,non,non,0.65903306,False
g0pC_taskb.txt,g3pA_taskb.txt,non,heavy,0.88130903,True
g0pC_taskb.txt,g3pA_taskc.txt,non,light,0.7568108,True
g0pC_taskb.txt,g3pA_taskd.txt,non,cut,0.5628902,False
g0pC_taskb.txt,g3pA_taske.txt,non,non,0.708936,True
g0pC_taskb.txt,g3pB_taska.txt,non,non,0.6151401,False
g0pC_taskb.txt,g3pB_taskb.txt,non,non,0.8725063,True
g0pC_taskb.txt,g3pB_taskc.txt,non,heavy,0.7273474,True
g0pC_taskb.txt,g3pB_taskd.txt,non,light,0.63397914,False
g0pC_taskb.txt,g3pB_taske.txt,non,cut,0.68063504,False
g0pC_taskb.txt,g3pC_taska.txt,non,cut,0.5877099,False
g0pC_taskb.txt,g3pC_taskb.txt,non,non,0.884275,True
g0pC_taskb.txt,g3pC_taskc.txt,non,non,0.72343856,True
g0pC_taskb.txt,g3pC_taskd.txt,non,heavy,0.4884626,False
g0pC_taskb.txt,g3pC_taske.txt,non,light,0.6819206,False
g0pC_taskb.txt,g4pB_taska.txt,non,non,0.6238403,False
g0pC_taskb.txt,g4pB_taskb.txt,non,non,0.9131576,True
g0pC_taskb.txt,g4pB_taskc.txt,non,heavy,0.73600674,True
g0pC_taskb.txt,g4pB_taskd.txt,non,light,0.5272702,False
g0pC_taskb.txt,g4pB_taske.txt,non,cut,0.6802232,False
g0pC_taskb.txt,g4pC_taska.txt,non,cut,0.6696944,False
g0pC_taskb.txt,g4pC_taskb.txt,non,non,0.84709936,True
g0pC_taskb.txt,g4pC_taskc.txt,non,non,0.70813966,True
g0pC_taskb.txt,g4pC_taskd.txt,non,heavy,0.55196214,False
g0pC_taskb.txt,g4pC_taske.txt,non,light,0.71498597,True
g0pC_taskb.txt,g4pD_taska.txt,non,light,0.65211153,False
g0pC_taskb.txt,g4pD_taskb.txt,non,cut,0.7635933,True
g0pC_taskb.txt,g4pD_taskc.txt,non,non,0.7423657,True
g0pC_taskb.txt,g4pD_taskd.txt,non,non,0.63713366,False
g0pC_taskb.txt,g4pD_taske.txt,non,heavy,0.6949296,False
g0pC_taskb.txt,g4pE_taska.txt,non,heavy,0.635008,False
g0pC_taskb.txt,g4pE_taskb.txt,non,light,0.84606135,True
g0pC_taskb.txt,g4pE_taskc.txt,non,cut,0.6403382,False
g0pC_taskb.txt,g4pE_taskd.txt,non,non,0.7269939,True
g0pC_taskb.txt,g4pE_taske.txt,non,non,0.7383249,True
g0pC_taskb.txt,orig_taska.txt,non,orig,0.6730875,False
g0pC_taskb.txt,orig_taskb.txt,non,orig,0.8984511,True
g0pC_taskb.txt,orig_taskc.txt,non,orig,0.7381474,True
g0pC_taskb.txt,orig_taskd.txt,non,orig,0.56877255,False
g0pC_taskb.txt,orig_taske.txt,non,orig,0.7199166,True
g0pC_taskc.txt,g0pC_taskd.txt,non,cut,0.73210824,True
g0pC_taskc.txt,g0pC_taske.txt,non,light,0.74063885,True
g0pC_taskc.txt,g0pD_taska.txt,non,cut,0.7331451,True
g0pC_taskc.txt,g0pD_taskb.txt,non,light,0.72080034,True
g0pC_taskc.txt,g0pD_taskc.txt,non,heavy,0.87198514,True
g0pC_taskc.txt,g0pD_taskd.txt,non,non,0.6435704,False
g0pC_taskc.txt,g0pD_taske.txt,non,non,0.7313355,True
g0pC_taskc.txt,g0pE_taska.txt,non,light,0.75557154,True
g0pC_taskc.txt,g0pE_taskb.txt,non,heavy,0.76785636,True
g0pC_taskc.txt,g0pE_taskc.txt,non,non,0.7879635,True
g0pC_taskc.txt,g0pE_taskd.txt,non,non,0.713727,True
g0pC_taskc.txt,g0pE_taske.txt,non,cut,0.7313983,True
g0pC_taskc.txt,g1pA_taska.txt,non,non,0.6705109,False
g0pC_taskc.txt,g1pA_taskb.txt,non,heavy,0.7785238,True
g0pC_taskc.txt,g1pA_taskc.txt,non,light,0.87281966,True
g0pC_taskc.txt,g1pA_taskd.txt,non,cut,0.7598819,True
g0pC_taskc.txt,g1pA_taske.txt,non,non,0.7799635,True
g0pC_taskc.txt,g1pB_taska.txt,non,non,0.67934924,False
g0pC_taskc.txt,g1pB_taskb.txt,non,non,0.7225627,True
g0pC_taskc.txt,g1pB_taskc.txt,non,heavy,0.8711501,True
g0pC_taskc.txt,g1pB_taskd.txt,non,light,0.72963786,True
g0pC_taskc.txt,g1pB_taske.txt,non,cut,0.8032929,True
g0pC_taskc.txt,g1pD_taska.txt,non,light,0.74759567,True
g0pC_taskc.txt,g1pD_taskb.txt,non,cut,0.82797414,True
g0pC_taskc.txt,g1pD_taskc.txt,non,non,0.8753666,True
g0pC_taskc.txt,g1pD_taskd.txt,non,non,0.71148,True
g0pC_taskc.txt,g1pD_taske.txt,non,heavy,0.746776,True
g0pC_taskc.txt,g2pA_taska.txt,non,non,0.73885214,True
g0pC_taskc.txt,g2pA_taskb.txt,non,heavy,0.7492898,True
g0pC_taskc.txt,g2pA_taskc.txt,non,light,0.8829699,True
g0pC_taskc.txt,g2pA_taskd.txt,non,cut,0.6610492,False
g0pC_taskc.txt,g2pA_taske.txt,non,non,0.7535591,True
g0pC_taskc.txt,g2pB_taska.txt,non,non,0.7113706,True
g0pC_taskc.txt,g2pB_taskb.txt,non,non,0.7709514,True
g0pC_taskc.txt,g2pB_taskc.txt,non,heavy,0.89075327,True
g0pC_taskc.txt,g2pB_taskd.txt,non,light,0.73431844,True
g0pC_taskc.txt,g2pB_taske.txt,non,cut,0.77718985,True
g0pC_taskc.txt,g2pC_taska.txt,non,cut,0.7358365,True
g0pC_taskc.txt,g2pC_taskb.txt,non,non,0.76692116,True
g0pC_taskc.txt,g2pC_taskc.txt,non,non,0.9044323,True
g0pC_taskc.txt,g2pC_taskd.txt,non,heavy,0.67156196,False
g0pC_taskc.txt,g2pC_taske.txt,non,light,0.7547827,True
g0pC_taskc.txt,g2pE_taska.txt,non,heavy,0.7574407,True
g0pC_taskc.txt,g2pE_taskb.txt,non,light,0.7337925,True
g0pC_taskc.txt,g2pE_taskc.txt,non,cut,0.67539424,False
g0pC_taskc.txt,g2pE_taskd.txt,non,non,0.7658056,True
g0pC_taskc.txt,g2pE_taske.txt,non,non,0.7613473,True
g0pC_taskc.txt,g3pA_taska.txt,non,non,0.7005615,True
g0pC_taskc.txt,g3pA_taskb.txt,non,heavy,0.7747428,True
g0pC_taskc.txt,g3pA_taskc.txt,non,light,0.91993165,True
g0pC_taskc.txt,g3pA_taskd.txt,non,cut,0.7307887,True
g0pC_taskc.txt,g3pA_taske.txt,non,non,0.78277487,True
g0pC_taskc.txt,g3pB_taska.txt,non,non,0.7336424,True
g0pC_taskc.txt,g3pB_taskb.txt,non,non,0.7602685,True
g0pC_taskc.txt,g3pB_taskc.txt,non,heavy,0.8910063,True
g0pC_taskc.txt,g3pB_taskd.txt,non,light,0.75754756,True
g0pC_taskc.txt,g3pB_taske.txt,non,cut,0.76806486,True
g0pC_taskc.txt,g3pC_taska.txt,non,cut,0.6692659,False
g0pC_taskc.txt,g3pC_taskb.txt,non,non,0.7859106,True
g0pC_taskc.txt,g3pC_taskc.txt,non,non,0.85401034,True
g0pC_taskc.txt,g3pC_taskd.txt,non,heavy,0.6681502,False
g0pC_taskc.txt,g3pC_taske.txt,non,light,0.74499273,True
g0pC_taskc.txt,g4pB_taska.txt,non,non,0.71462786,True
g0pC_taskc.txt,g4pB_taskb.txt,non,non,0.7671901,True
g0pC_taskc.txt,g4pB_taskc.txt,non,heavy,0.90356684,True
g0pC_taskc.txt,g4pB_taskd.txt,non,light,0.6932534,False
g0pC_taskc.txt,g4pB_taske.txt,non,cut,0.8107016,True
g0pC_taskc.txt,g4pC_taska.txt,non,cut,0.7543692,True
g0pC_taskc.txt,g4pC_taskb.txt,non,non,0.77307904,True
g0pC_taskc.txt,g4pC_taskc.txt,non,non,0.84756744,True
g0pC_taskc.txt,g4pC_taskd.txt,non,heavy,0.7183018,True
g0pC_taskc.txt,g4pC_taske.txt,non,light,0.7900903,True
g0pC_taskc.txt,g4pD_taska.txt,non,light,0.7364025,True
g0pC_taskc.txt,g4pD_taskb.txt,non,cut,0.80790836,True
g0pC_taskc.txt,g4pD_taskc.txt,non,non,0.8102243,True
g0pC_taskc.txt,g4pD_taskd.txt,non,non,0.7540263,True
g0pC_taskc.txt,g4pD_taske.txt,non,heavy,0.8213742,True
g0pC_taskc.txt,g4pE_taska.txt,non,heavy,0.6794923,False
g0pC_taskc.txt,g4pE_taskb.txt,non,light,0.745039,True
g0pC_taskc.txt,g4pE_taskc.txt,non,cut,0.87472856,True
g0pC_taskc.txt,g4pE_taskd.txt,non,non,0.783428,True
g0pC_taskc.txt,g4pE_taske.txt,non,non,0.7760302,True
g0pC_taskc.txt,orig_taska.txt,non,orig,0.75153446,True
g0pC_taskc.txt,orig_taskb.txt,non,orig,0.76494646,True
g0pC_taskc.txt,orig_taskc.txt,non,orig,0.8929785,True
g0pC_taskc.txt,orig_taskd.txt,non,orig,0.7307826,True
g0pC_taskc.txt,orig_taske.txt,non,orig,0.8344809,True
g0pC_taskd.txt,g0pC_taske.txt,cut,light,0.6865761,False
g0pC_taskd.txt,g0pD_taska.txt,cut,cut,0.684031,False
g0pC_taskd.txt,g0pD_taskb.txt,cut,light,0.62773234,False
g0pC_taskd.txt,g0pD_taskc.txt,cut,heavy,0.74754417,True
g0pC_taskd.txt,g0pD_taskd.txt,cut,non,0.76056063,True
g0pC_taskd.txt,g0pD_taske.txt,cut,non,0.6103281,False
g0pC_taskd.txt,g0pE_taska.txt,cut,light,0.72582126,True
g0pC_taskd.txt,g0pE_taskb.txt,cut,heavy,0.64924043,False
g0pC_taskd.txt,g0pE_taskc.txt,cut,non,0.5811356,False
g0pC_taskd.txt,g0pE_taskd.txt,cut,non,0.79295135,True
g0pC_taskd.txt,g0pE_taske.txt,cut,cut,0.6623509,False
g0pC_taskd.txt,g1pA_taska.txt,cut,non,0.64892924,False
g0pC_taskd.txt,g1pA_taskb.txt,cut,heavy,0.7037182,True
g0pC_taskd.txt,g1pA_taskc.txt,cut,light,0.75585014,True
g0pC_taskd.txt,g1pA_taskd.txt,cut,cut,0.9356962,True
g0pC_taskd.txt,g1pA_taske.txt,cut,non,0.7038871,True
g0pC_taskd.txt,g1pB_taska.txt,cut,non,0.66480935,False
g0pC_taskd.txt,g1pB_taskb.txt,cut,non,0.61069334,False
g0pC_taskd.txt,g1pB_taskc.txt,cut,heavy,0.74715674,True
g0pC_taskd.txt,g1pB_taskd.txt,cut,light,0.921596,True
g0pC_taskd.txt,g1pB_taske.txt,cut,cut,0.7003896,True
g0pC_taskd.txt,g1pD_taska.txt,cut,light,0.70956564,True
g0pC_taskd.txt,g1pD_taskb.txt,cut,cut,0.8048678,True
g0pC_taskd.txt,g1pD_taskc.txt,cut,non,0.6912782,False
g0pC_taskd.txt,g1pD_taskd.txt,cut,non,0.8482581,True
g0pC_taskd.txt,g1pD_taske.txt,cut,heavy,0.61601937,False
g0pC_taskd.txt,g2pA_taska.txt,cut,non,0.6497897,False
g0pC_taskd.txt,g2pA_taskb.txt,cut,heavy,0.64813524,False
g0pC_taskd.txt,g2pA_taskc.txt,cut,light,0.7666057,True
g0pC_taskd.txt,g2pA_taskd.txt,cut,cut,0.830943,True
g0pC_taskd.txt,g2pA_taske.txt,cut,non,0.6544095,False
g0pC_taskd.txt,g2pB_taska.txt,cut,non,0.6768033,False
g0pC_taskd.txt,g2pB_taskb.txt,cut,non,0.64607817,False
g0pC_taskd.txt,g2pB_taskc.txt,cut,heavy,0.7554764,True
g0pC_taskd.txt,g2pB_taskd.txt,cut,light,0.9641097,True
g0pC_taskd.txt,g2pB_taske.txt,cut,cut,0.67473716,False
g0pC_taskd.txt,g2pC_taska.txt,cut,cut,0.6955891,False
g0pC_taskd.txt,g2pC_taskb.txt,cut,non,0.6473386,False
g0pC_taskd.txt,g2pC_taskc.txt,cut,non,0.7045072,True
g0pC_taskd.txt,g2pC_taskd.txt,cut,heavy,0.8945436,True
g0pC_taskd.txt,g2pC_taske.txt,cut,light,0.6622292,False
g0pC_taskd.txt,g2pE_taska.txt,cut,heavy,0.73331565,True
g0pC_taskd.txt,g2pE_taskb.txt,cut,light,0.6627955,False
g0pC_taskd.txt,g2pE_taskc.txt,cut,cut,0.5657294,False
g0pC_taskd.txt,g2pE_taskd.txt,cut,non,0.85999584,True
g0pC_taskd.txt,g2pE_taske.txt,cut,non,0.6657245,False
g0pC_taskd.txt,g3pA_taska.txt,cut,non,0.68482864,False
g0pC_taskd.txt,g3pA_taskb.txt,cut,heavy,0.67559445,False
g0pC_taskd.txt,g3pA_taskc.txt,cut,light,0.7702658,True
g0pC_taskd.txt,g3pA_taskd.txt,cut,cut,0.9705113,True
g0pC_taskd.txt,g3pA_taske.txt,cut,non,0.6788069,False
g0pC_taskd.txt,g3pB_taska.txt,cut,non,0.69647336,False
g0pC_taskd.txt,g3pB_taskb.txt,cut,non,0.630735,False
g0pC_taskd.txt,g3pB_taskc.txt,cut,heavy,0.7759371,True
g0pC_taskd.txt,g3pB_taskd.txt,cut,light,0.8921995,True
g0pC_taskd.txt,g3pB_taske.txt,cut,cut,0.6768681,False
g0pC_taskd.txt,g3pC_taska.txt,cut,cut,0.6636091,False
g0pC_taskd.txt,g3pC_taskb.txt,cut,non,0.6855943,False
g0pC_taskd.txt,g3pC_taskc.txt,cut,non,0.7140181,True
g0pC_taskd.txt,g3pC_taskd.txt,cut,heavy,0.8863008,True
g0pC_taskd.txt,g3pC_taske.txt,cut,light,0.6799474,False
g0pC_taskd.txt,g4pB_taska.txt,cut,non,0.6907121,False
g0pC_taskd.txt,g4pB_taskb.txt,cut,non,0.6418044,False
g0pC_taskd.txt,g4pB_taskc.txt,cut,heavy,0.76167744,True
g0pC_taskd.txt,g4pB_taskd.txt,cut,light,0.91636574,True
g0pC_taskd.txt,g4pB_taske.txt,cut,cut,0.6746651,False
g0pC_taskd.txt,g4pC_taska.txt,cut,cut,0.72305423,True
g0pC_taskd.txt,g4pC_taskb.txt,cut,non,0.64036316,False
g0pC_taskd.txt,g4pC_taskc.txt,cut,non,0.73091173,True
g0pC_taskd.txt,g4pC_taskd.txt,cut,heavy,0.96526897,True
g0pC_taskd.txt,g4pC_taske.txt,cut,light,0.6983286,False
g0pC_taskd.txt,g4pD_taska.txt,cut,light,0.7196711,True
g0pC_taskd.txt,g4pD_taskb.txt,cut,cut,0.7888033,True
g0pC_taskd.txt,g4pD_taskc.txt,cut,non,0.779378,True
g0pC_taskd.txt,g4pD_taskd.txt,cut,non,0.872783,True
g0pC_taskd.txt,g4pD_taske.txt,cut,heavy,0.7210008,True
g0pC_taskd.txt,g4pE_taska.txt,cut,heavy,0.6100249,False
g0pC_taskd.txt,g4pE_taskb.txt,cut,light,0.65280443,False
g0pC_taskd.txt,g4pE_taskc.txt,cut,cut,0.6874276,False
g0pC_taskd.txt,g4pE_taskd.txt,cut,non,0.7830242,True
g0pC_taskd.txt,g4pE_taske.txt,cut,non,0.65193313,False
g0pC_taskd.txt,orig_taska.txt,cut,orig,0.72545195,True
g0pC_taskd.txt,orig_taskb.txt,cut,orig,0.6653396,False
g0pC_taskd.txt,orig_taskc.txt,cut,orig,0.7692482,True
g0pC_taskd.txt,orig_taskd.txt,cut,orig,0.9661366,True
g0pC_taskd.txt,orig_taske.txt,cut,orig,0.71603054,True
g0pC_taske.txt,g0pD_taska.txt,light,cut,0.74937606,True
g0pC_taske.txt,g0pD_taskb.txt,light,light,0.672752,False
g0pC_taske.txt,g0pD_taskc.txt,light,heavy,0.78792995,True
g0pC_taske.txt,g0pD_taskd.txt,light,non,0.6506238,False
g0pC_taske.txt,g0pD_taske.txt,light,non,0.8179506,True
g0pC_taske.txt,g0pE_taska.txt,light,light,0.77337754,True
g0pC_taske.txt,g0pE_taskb.txt,light,heavy,0.7117097,True
g0pC_taske.txt,g0pE_taskc.txt,light,non,0.67909706,False
g0pC_taske.txt,g0pE_taskd.txt,light,non,0.6853305,False
g0pC_taske.txt,g0pE_taske.txt,light,cut,0.9075403,True
g0pC_taske.txt,g1pA_taska.txt,light,non,0.6744662,False
g0pC_taske.txt,g1pA_taskb.txt,light,heavy,0.72359675,True
g0pC_taske.txt,g1pA_taskc.txt,light,light,0.7814758,True
g0pC_taske.txt,g1pA_taskd.txt,light,cut,0.74620926,True
g0pC_taske.txt,g1pA_taske.txt,light,non,0.8511129,True
g0pC_taske.txt,g1pB_taska.txt,light,non,0.7401447,True
g0pC_taske.txt,g1pB_taskb.txt,light,non,0.66278934,False
g0pC_taske.txt,g1pB_taskc.txt,light,heavy,0.76498866,True
g0pC_taske.txt,g1pB_taskd.txt,light,light,0.6924761,False
g0pC_taske.txt,g1pB_taske.txt,light,cut,0.93333423,True
g0pC_taske.txt,g1pD_taska.txt,light,light,0.7851655,True
g0pC_taske.txt,g1pD_taskb.txt,light,cut,0.7346523,True
g0pC_taske.txt,g1pD_taskc.txt,light,non,0.7020446,True
g0pC_taske.txt,g1pD_taskd.txt,light,non,0.643611,False
g0pC_taske.txt,g1pD_taske.txt,light,heavy,0.83440614,True
g0pC_taske.txt,g2pA_taska.txt,light,non,0.7427989,True
g0pC_taske.txt,g2pA_taskb.txt,light,heavy,0.6688378,False
g0pC_taske.txt,g2pA_taskc.txt,light,light,0.78220093,True
g0pC_taske.txt,g2pA_taskd.txt,light,cut,0.63890624,False
g0pC_taske.txt,g2pA_taske.txt,light,non,0.8505272,True
g0pC_taske.txt,g2pB_taska.txt,light,non,0.7421764,True
g0pC_taske.txt,g2pB_taskb.txt,light,non,0.7154628,True
g0pC_taske.txt,g2pB_taskc.txt,light,heavy,0.793747,True
